Illumina Inc. BeadStudio version 3.3.7
Normalization = none
Array Content = MouseRef-8_V1_1_R2_11234312_A.bgx.xml
Error Model = none
DateTime = 10/22/2008 3:37 PM
Local Settings = en-US

TargetID	ProbeID	MIN_Signal-1745080067_B	AVG_Signal-1745080067_B	MAX_Signal-1745080067_B	NARRAYS-1745080067_B	ARRAY_STDEV-1745080067_B	BEAD_STDEV-1745080067_B	Avg_NBEADS-1745080067_B	Detection-1745080067_B	MIN_Signal-1745080067_A	AVG_Signal-1745080067_A	MAX_Signal-1745080067_A	NARRAYS-1745080067_A	ARRAY_STDEV-1745080067_A	BEAD_STDEV-1745080067_A	Avg_NBEADS-1745080067_A	Detection-1745080067_A	MIN_Signal-1745080067_D	AVG_Signal-1745080067_D	MAX_Signal-1745080067_D	NARRAYS-1745080067_D	ARRAY_STDEV-1745080067_D	BEAD_STDEV-1745080067_D	Avg_NBEADS-1745080067_D	Detection-1745080067_D	MIN_Signal-1745080067_E	AVG_Signal-1745080067_E	MAX_Signal-1745080067_E	NARRAYS-1745080067_E	ARRAY_STDEV-1745080067_E	BEAD_STDEV-1745080067_E	Avg_NBEADS-1745080067_E	Detection-1745080067_E	MIN_Signal-1745080067_C	AVG_Signal-1745080067_C	MAX_Signal-1745080067_C	NARRAYS-1745080067_C	ARRAY_STDEV-1745080067_C	BEAD_STDEV-1745080067_C	Avg_NBEADS-1745080067_C	Detection-1745080067_C	MIN_Signal-1745080067_F	AVG_Signal-1745080067_F	MAX_Signal-1745080067_F	NARRAYS-1745080067_F	ARRAY_STDEV-1745080067_F	BEAD_STDEV-1745080067_F	Avg_NBEADS-1745080067_F	Detection-1745080067_F	MIN_Signal-1745080067_G	AVG_Signal-1745080067_G	MAX_Signal-1745080067_G	NARRAYS-1745080067_G	ARRAY_STDEV-1745080067_G	BEAD_STDEV-1745080067_G	Avg_NBEADS-1745080067_G	Detection-1745080067_G	MIN_Signal-1745080067_H	AVG_Signal-1745080067_H	MAX_Signal-1745080067_H	NARRAYS-1745080067_H	ARRAY_STDEV-1745080067_H	BEAD_STDEV-1745080067_H	Avg_NBEADS-1745080067_H	Detection-1745080067_H	MIN_Signal-1745080070_A	AVG_Signal-1745080070_A	MAX_Signal-1745080070_A	NARRAYS-1745080070_A	ARRAY_STDEV-1745080070_A	BEAD_STDEV-1745080070_A	Avg_NBEADS-1745080070_A	Detection-1745080070_A	MIN_Signal-1745080070_B	AVG_Signal-1745080070_B	MAX_Signal-1745080070_B	NARRAYS-1745080070_B	ARRAY_STDEV-1745080070_B	BEAD_STDEV-1745080070_B	Avg_NBEADS-1745080070_B	Detection-1745080070_B	MIN_Signal-1745080070_C	AVG_Signal-1745080070_C	MAX_Signal-1745080070_C	NARRAYS-1745080070_C	ARRAY_STDEV-1745080070_C	BEAD_STDEV-1745080070_C	Avg_NBEADS-1745080070_C	Detection-1745080070_C	MIN_Signal-1745080070_D	AVG_Signal-1745080070_D	MAX_Signal-1745080070_D	NARRAYS-1745080070_D	ARRAY_STDEV-1745080070_D	BEAD_STDEV-1745080070_D	Avg_NBEADS-1745080070_D	Detection-1745080070_D	MIN_Signal-1745080070_E	AVG_Signal-1745080070_E	MAX_Signal-1745080070_E	NARRAYS-1745080070_E	ARRAY_STDEV-1745080070_E	BEAD_STDEV-1745080070_E	Avg_NBEADS-1745080070_E	Detection-1745080070_E	MIN_Signal-1745080070_F	AVG_Signal-1745080070_F	MAX_Signal-1745080070_F	NARRAYS-1745080070_F	ARRAY_STDEV-1745080070_F	BEAD_STDEV-1745080070_F	Avg_NBEADS-1745080070_F	Detection-1745080070_F	MIN_Signal-1745080070_G	AVG_Signal-1745080070_G	MAX_Signal-1745080070_G	NARRAYS-1745080070_G	ARRAY_STDEV-1745080070_G	BEAD_STDEV-1745080070_G	Avg_NBEADS-1745080070_G	Detection-1745080070_G	MIN_Signal-1745080070_H	AVG_Signal-1745080070_H	MAX_Signal-1745080070_H	NARRAYS-1745080070_H	ARRAY_STDEV-1745080070_H	BEAD_STDEV-1745080070_H	Avg_NBEADS-1745080070_H	Detection-1745080070_H	
0910001A06RIK	1850167	3802.5	3802.5	3802.5	1	NaN	778.093	20	1.00000	3468.9	3468.9	3468.9	1	NaN	727.785	24	1.00000	2541.4	2541.4	2541.4	1	NaN	459.583	26	1.00000	4430.8	4430.8	4430.8	1	NaN	1088.228	26	1.00000	1945.7	1945.7	1945.7	1	NaN	445.983	22	1.00000	4824.2	4824.2	4824.2	1	NaN	539.599	13	1.00000	5821.5	5821.5	5821.5	1	NaN	1029.759	20	1.00000	4690.9	4690.9	4690.9	1	NaN	917.584	28	1.00000	5096.1	5096.1	5096.1	1	NaN	1240.035	38	1.00000	4127.9	4127.9	4127.9	1	NaN	1055.481	35	1.00000	4894.3	4894.3	4894.3	1	NaN	1028.495	28	1.00000	5009.3	5009.3	5009.3	1	NaN	1484.002	29	1.00000	5270.8	5270.8	5270.8	1	NaN	1209.547	31	1.00000	5025.4	5025.4	5025.4	1	NaN	1104.062	27	1.00000	4945.2	4945.2	4945.2	1	NaN	1069.634	22	1.00000	4522.8	4522.8	4522.8	1	NaN	1014.125	29	1.00000	
0910001A06RIK	5340048	713.9	713.9	713.9	1	NaN	141.831	29	0.99878	691.3	691.3	691.3	1	NaN	168.949	21	0.99878	561.2	561.2	561.2	1	NaN	99.142	19	1.00000	798.1	798.1	798.1	1	NaN	233.324	28	0.99878	492.6	492.6	492.6	1	NaN	101.090	28	0.99878	1048.0	1048.0	1048.0	1	NaN	203.257	32	1.00000	870.8	870.8	870.8	1	NaN	228.709	34	1.00000	827.1	827.1	827.1	1	NaN	296.428	25	1.00000	886.2	886.2	886.2	1	NaN	194.750	23	0.99878	878.9	878.9	878.9	1	NaN	333.161	21	1.00000	887.3	887.3	887.3	1	NaN	181.899	23	1.00000	997.1	997.1	997.1	1	NaN	335.821	32	1.00000	908.0	908.0	908.0	1	NaN	231.652	27	1.00000	877.2	877.2	877.2	1	NaN	211.837	29	1.00000	771.4	771.4	771.4	1	NaN	229.978	30	1.00000	804.3	804.3	804.3	1	NaN	205.658	23	1.00000	
0910001L09RIK	7100672	6549.9	6549.9	6549.9	1	NaN	1247.178	28	1.00000	5970.1	5970.1	5970.1	1	NaN	1191.850	26	1.00000	4397.5	4397.5	4397.5	1	NaN	463.466	30	1.00000	5968.7	5968.7	5968.7	1	NaN	1200.786	30	1.00000	2750.0	2750.0	2750.0	1	NaN	420.084	29	1.00000	8506.8	8506.8	8506.8	1	NaN	1322.332	23	1.00000	7818.5	7818.5	7818.5	1	NaN	1588.361	32	1.00000	7195.2	7195.2	7195.2	1	NaN	1464.237	31	1.00000	8027.9	8027.9	8027.9	1	NaN	1655.576	41	1.00000	7187.8	7187.8	7187.8	1	NaN	1694.317	39	1.00000	7163.1	7163.1	7163.1	1	NaN	1605.444	32	1.00000	6648.5	6648.5	6648.5	1	NaN	1636.228	24	1.00000	7649.6	7649.6	7649.6	1	NaN	1614.550	19	1.00000	7263.9	7263.9	7263.9	1	NaN	1942.600	29	1.00000	7274.0	7274.0	7274.0	1	NaN	1458.038	34	1.00000	6750.8	6750.8	6750.8	1	NaN	1839.651	27	1.00000	
1100001E04RIK	4920133	242.9	242.9	242.9	1	NaN	80.157	30	0.98418	279.6	279.6	279.6	1	NaN	108.816	39	0.99392	408.3	408.3	408.3	1	NaN	169.403	36	0.99878	284.3	284.3	284.3	1	NaN	107.105	31	0.99027	205.9	205.9	205.9	1	NaN	52.143	39	0.98662	399.4	399.4	399.4	1	NaN	127.881	51	0.99513	318.6	318.6	318.6	1	NaN	137.586	35	0.99148	352.6	352.6	352.6	1	NaN	112.538	38	0.99148	514.3	514.3	514.3	1	NaN	154.736	42	0.99878	397.5	397.5	397.5	1	NaN	139.394	33	0.99757	452.6	452.6	452.6	1	NaN	132.752	38	0.99757	423.5	423.5	423.5	1	NaN	150.181	43	0.99757	434.0	434.0	434.0	1	NaN	153.247	41	0.99757	480.2	480.2	480.2	1	NaN	147.523	37	0.99878	454.8	454.8	454.8	1	NaN	126.329	45	0.99757	471.0	471.0	471.0	1	NaN	174.137	59	0.99878	
1100001G20RIK	3610368	180.6	180.6	180.6	1	NaN	65.915	44	0.72749	139.1	139.1	139.1	1	NaN	53.958	41	0.27981	174.4	174.4	174.4	1	NaN	90.724	37	0.61557	159.1	159.1	159.1	1	NaN	63.703	37	0.46472	142.3	142.3	142.3	1	NaN	52.783	33	0.31752	164.7	164.7	164.7	1	NaN	42.699	37	0.20803	157.3	157.3	157.3	1	NaN	79.428	41	0.44161	184.2	184.2	184.2	1	NaN	90.534	36	0.77981	184.0	184.0	184.0	1	NaN	67.698	37	0.48418	190.5	190.5	190.5	1	NaN	111.073	42	0.83577	199.9	199.9	199.9	1	NaN	97.417	40	0.79440	158.6	158.6	158.6	1	NaN	53.581	33	0.44526	188.2	188.2	188.2	1	NaN	78.394	40	0.69100	160.8	160.8	160.8	1	NaN	53.490	45	0.42092	140.8	140.8	140.8	1	NaN	68.487	34	0.17518	149.0	149.0	149.0	1	NaN	61.228	45	0.38686	
1100001H23RIK	7000066	150.3	150.3	150.3	1	NaN	63.753	33	0.27859	140.5	140.5	140.5	1	NaN	43.405	44	0.30170	167.3	167.3	167.3	1	NaN	64.102	40	0.50243	148.5	148.5	148.5	1	NaN	51.573	37	0.29319	135.8	135.8	135.8	1	NaN	39.629	33	0.20195	187.7	187.7	187.7	1	NaN	67.874	34	0.58273	157.5	157.5	157.5	1	NaN	54.337	33	0.44404	156.3	156.3	156.3	1	NaN	68.219	34	0.34063	192.4	192.4	192.4	1	NaN	71.947	41	0.61192	176.7	176.7	176.7	1	NaN	97.679	49	0.70073	160.4	160.4	160.4	1	NaN	63.385	36	0.20681	178.5	178.5	178.5	1	NaN	83.646	29	0.74939	157.8	157.8	157.8	1	NaN	54.702	50	0.21655	177.1	177.1	177.1	1	NaN	74.614	43	0.66910	138.2	138.2	138.2	1	NaN	52.777	49	0.13990	180.3	180.3	180.3	1	NaN	100.508	36	0.82725	
1110001A07RIK	540164	158.4	158.4	158.4	1	NaN	65.951	34	0.40024	145.7	145.7	145.7	1	NaN	55.002	31	0.40268	153.1	153.1	153.1	1	NaN	53.161	42	0.24453	153.4	153.4	153.4	1	NaN	54.089	27	0.36375	152.1	152.1	152.1	1	NaN	51.755	35	0.52433	177.9	177.9	177.9	1	NaN	65.670	29	0.41971	153.4	153.4	153.4	1	NaN	67.690	35	0.38808	139.8	139.8	139.8	1	NaN	51.042	38	0.09489	191.6	191.6	191.6	1	NaN	88.944	47	0.59367	134.2	134.2	134.2	1	NaN	63.761	44	0.09611	156.5	156.5	156.5	1	NaN	49.419	34	0.15937	152.1	152.1	152.1	1	NaN	54.299	38	0.33212	162.7	162.7	162.7	1	NaN	50.753	39	0.29927	173.1	173.1	173.1	1	NaN	60.240	40	0.62530	152.7	152.7	152.7	1	NaN	68.822	47	0.35280	165.2	165.2	165.2	1	NaN	72.629	40	0.65693	
1110001A07RIK	6510735	161.1	161.1	161.1	1	NaN	81.682	43	0.43431	164.1	164.1	164.1	1	NaN	84.378	42	0.71898	168.0	168.0	168.0	1	NaN	58.303	35	0.51338	158.9	158.9	158.9	1	NaN	82.429	40	0.46229	164.3	164.3	164.3	1	NaN	51.205	45	0.76034	172.0	172.0	172.0	1	NaN	67.289	47	0.32968	170.5	170.5	170.5	1	NaN	66.335	37	0.62409	180.1	180.1	180.1	1	NaN	72.058	35	0.73479	149.4	149.4	149.4	1	NaN	71.488	39	0.05839	157.6	157.6	157.6	1	NaN	85.758	49	0.42822	191.5	191.5	191.5	1	NaN	75.446	47	0.71046	158.4	158.4	158.4	1	NaN	84.286	43	0.44039	178.6	178.6	178.6	1	NaN	79.031	41	0.56448	156.7	156.7	156.7	1	NaN	65.506	37	0.33333	143.7	143.7	143.7	1	NaN	52.152	46	0.21898	146.4	146.4	146.4	1	NaN	55.711	40	0.34185	
1110001D15RIK	7100161	125.5	125.5	125.5	1	NaN	28.937	6	0.02676	174.0	174.0	174.0	1	NaN	100.498	14	0.82603	171.2	171.2	171.2	1	NaN	50.582	13	0.57421	136.3	136.3	136.3	1	NaN	62.571	19	0.12530	125.9	125.9	125.9	1	NaN	31.743	13	0.07299	179.4	179.4	179.4	1	NaN	70.524	19	0.44161	186.8	186.8	186.8	1	NaN	77.317	23	0.82847	193.6	193.6	193.6	1	NaN	78.007	13	0.85280	153.7	153.7	153.7	1	NaN	57.292	41	0.09002	143.7	143.7	143.7	1	NaN	74.265	19	0.22019	167.5	167.5	167.5	1	NaN	98.416	22	0.32238	167.9	167.9	167.9	1	NaN	88.635	24	0.60341	188.8	188.8	188.8	1	NaN	84.704	23	0.70073	171.3	171.3	171.3	1	NaN	56.219	18	0.60462	170.7	170.7	170.7	1	NaN	56.299	26	0.64234	182.7	182.7	182.7	1	NaN	103.153	34	0.85037	
1110001J03RIK	2570184	12694.4	12694.4	12694.4	1	NaN	2676.656	33	1.00000	11673.5	11673.5	11673.5	1	NaN	2926.115	39	1.00000	16251.5	16251.5	16251.5	1	NaN	2273.296	27	1.00000	10637.9	10637.9	10637.9	1	NaN	2081.902	39	1.00000	3274.9	3274.9	3274.9	1	NaN	554.881	41	1.00000	15851.2	15851.2	15851.2	1	NaN	2546.203	31	1.00000	15814.2	15814.2	15814.2	1	NaN	4164.668	26	1.00000	13126.1	13126.1	13126.1	1	NaN	2525.831	25	1.00000	13977.2	13977.2	13977.2	1	NaN	3172.253	40	1.00000	11612.9	11612.9	11612.9	1	NaN	2858.323	41	1.00000	13177.1	13177.1	13177.1	1	NaN	2588.559	43	1.00000	13129.9	13129.9	13129.9	1	NaN	3659.450	43	1.00000	14770.5	14770.5	14770.5	1	NaN	2717.871	40	1.00000	13676.0	13676.0	13676.0	1	NaN	2680.502	38	1.00000	12079.7	12079.7	12079.7	1	NaN	2662.539	35	1.00000	12667.4	12667.4	12667.4	1	NaN	2846.984	42	1.00000	
1110002B05RIK	3060280	3346.7	3346.7	3346.7	1	NaN	1039.420	51	1.00000	3315.9	3315.9	3315.9	1	NaN	1022.913	47	1.00000	3165.8	3165.8	3165.8	1	NaN	696.058	38	1.00000	3508.7	3508.7	3508.7	1	NaN	1100.914	42	1.00000	1531.3	1531.3	1531.3	1	NaN	360.791	35	1.00000	4911.8	4911.8	4911.8	1	NaN	1083.604	29	1.00000	5194.3	5194.3	5194.3	1	NaN	1779.251	45	1.00000	4275.9	4275.9	4275.9	1	NaN	1239.568	36	1.00000	5045.3	5045.3	5045.3	1	NaN	1646.671	35	1.00000	4332.9	4332.9	4332.9	1	NaN	1106.885	32	1.00000	5066.9	5066.9	5066.9	1	NaN	1611.989	44	1.00000	4405.6	4405.6	4405.6	1	NaN	1182.828	37	1.00000	5327.9	5327.9	5327.9	1	NaN	1956.994	42	1.00000	5018.1	5018.1	5018.1	1	NaN	1354.117	45	1.00000	5059.3	5059.3	5059.3	1	NaN	1377.403	35	1.00000	5097.2	5097.2	5097.2	1	NaN	1579.295	49	1.00000	
1110002E23RIK	6940176	1093.9	1093.9	1093.9	1	NaN	284.288	34	1.00000	764.0	764.0	764.0	1	NaN	263.545	36	1.00000	536.3	536.3	536.3	1	NaN	115.084	44	1.00000	924.6	924.6	924.6	1	NaN	180.778	41	1.00000	476.8	476.8	476.8	1	NaN	120.420	28	0.99878	1228.2	1228.2	1228.2	1	NaN	213.342	36	1.00000	957.8	957.8	957.8	1	NaN	235.789	41	1.00000	1298.0	1298.0	1298.0	1	NaN	213.853	33	1.00000	979.4	979.4	979.4	1	NaN	240.072	31	1.00000	952.6	952.6	952.6	1	NaN	272.635	41	1.00000	1135.0	1135.0	1135.0	1	NaN	291.102	44	1.00000	997.6	997.6	997.6	1	NaN	342.234	41	1.00000	1172.7	1172.7	1172.7	1	NaN	273.193	38	1.00000	1128.9	1128.9	1128.9	1	NaN	266.092	31	1.00000	1115.7	1115.7	1115.7	1	NaN	324.225	38	1.00000	1001.9	1001.9	1001.9	1	NaN	231.255	40	1.00000	
1110002H13RIK	2680128	220.9	220.9	220.9	1	NaN	80.860	34	0.95620	183.5	183.5	183.5	1	NaN	87.507	42	0.89781	217.0	217.0	217.0	1	NaN	82.875	35	0.95134	207.5	207.5	207.5	1	NaN	69.997	40	0.95134	178.8	178.8	178.8	1	NaN	51.502	34	0.91849	251.3	251.3	251.3	1	NaN	93.534	32	0.95620	209.6	209.6	209.6	1	NaN	100.783	38	0.94404	193.8	193.8	193.8	1	NaN	70.490	41	0.85280	221.1	221.1	221.1	1	NaN	73.284	40	0.88564	203.7	203.7	203.7	1	NaN	83.946	43	0.90511	215.3	215.3	215.3	1	NaN	70.155	37	0.90146	223.7	223.7	223.7	1	NaN	105.553	33	0.96350	250.1	250.1	250.1	1	NaN	103.780	34	0.97202	201.9	201.9	201.9	1	NaN	89.423	45	0.89781	195.2	195.2	195.2	1	NaN	95.435	32	0.87348	183.6	183.6	183.6	1	NaN	78.094	49	0.85766	
1110002N22RIK	2850736	554.1	554.1	554.1	1	NaN	160.884	52	0.99878	449.3	449.3	449.3	1	NaN	127.896	40	0.99878	491.4	491.4	491.4	1	NaN	108.527	40	1.00000	508.4	508.4	508.4	1	NaN	134.477	48	0.99878	383.7	383.7	383.7	1	NaN	117.796	43	0.99878	712.9	712.9	712.9	1	NaN	188.804	35	0.99878	610.3	610.3	610.3	1	NaN	191.540	45	0.99878	618.4	618.4	618.4	1	NaN	153.590	42	0.99878	683.4	683.4	683.4	1	NaN	209.633	47	0.99878	530.2	530.2	530.2	1	NaN	139.653	42	0.99878	609.5	609.5	609.5	1	NaN	168.527	38	0.99878	590.7	590.7	590.7	1	NaN	197.467	40	0.99878	641.8	641.8	641.8	1	NaN	179.960	55	0.99878	625.4	625.4	625.4	1	NaN	147.981	42	0.99878	577.6	577.6	577.6	1	NaN	178.732	66	0.99878	568.7	568.7	568.7	1	NaN	190.563	38	0.99878	
1110003E01RIK	6400184	7568.5	7568.5	7568.5	1	NaN	1612.845	38	1.00000	7314.3	7314.3	7314.3	1	NaN	1395.262	23	1.00000	9758.2	9758.2	9758.2	1	NaN	2014.055	27	1.00000	7233.0	7233.0	7233.0	1	NaN	2021.207	25	1.00000	2915.4	2915.4	2915.4	1	NaN	568.883	22	1.00000	10446.1	10446.1	10446.1	1	NaN	1257.607	22	1.00000	9591.5	9591.5	9591.5	1	NaN	2643.909	23	1.00000	9059.0	9059.0	9059.0	1	NaN	1818.932	22	1.00000	8804.4	8804.4	8804.4	1	NaN	1664.882	28	1.00000	8470.7	8470.7	8470.7	1	NaN	2873.206	20	1.00000	10542.6	10542.6	10542.6	1	NaN	2316.285	29	1.00000	8801.6	8801.6	8801.6	1	NaN	1957.708	35	1.00000	9732.6	9732.6	9732.6	1	NaN	2197.180	37	1.00000	9365.6	9365.6	9365.6	1	NaN	1811.661	23	1.00000	9755.9	9755.9	9755.9	1	NaN	2334.058	31	1.00000	9217.3	9217.3	9217.3	1	NaN	1832.476	27	1.00000	
1110003P22RIK	4010450	760.8	760.8	760.8	1	NaN	184.936	34	1.00000	747.5	747.5	747.5	1	NaN	234.401	31	0.99878	816.3	816.3	816.3	1	NaN	275.932	28	1.00000	712.0	712.0	712.0	1	NaN	277.745	36	0.99878	487.9	487.9	487.9	1	NaN	130.174	31	0.99878	1087.9	1087.9	1087.9	1	NaN	269.350	35	1.00000	955.5	955.5	955.5	1	NaN	298.631	41	1.00000	1108.4	1108.4	1108.4	1	NaN	341.327	34	1.00000	1330.5	1330.5	1330.5	1	NaN	440.437	42	1.00000	1006.1	1006.1	1006.1	1	NaN	368.187	28	1.00000	1098.0	1098.0	1098.0	1	NaN	447.141	29	1.00000	1105.4	1105.4	1105.4	1	NaN	357.062	36	1.00000	1220.1	1220.1	1220.1	1	NaN	413.654	40	1.00000	1210.1	1210.1	1210.1	1	NaN	381.549	27	1.00000	1514.2	1514.2	1514.2	1	NaN	549.274	42	1.00000	1249.7	1249.7	1249.7	1	NaN	440.728	39	1.00000	
1110004E09RIK	6040537	157.2	157.2	157.2	1	NaN	41.251	36	0.38200	140.8	140.8	140.8	1	NaN	54.046	33	0.30900	202.1	202.1	202.1	1	NaN	84.194	35	0.88686	156.3	156.3	156.3	1	NaN	73.444	36	0.42092	154.7	154.7	154.7	1	NaN	44.545	36	0.58394	189.9	189.9	189.9	1	NaN	69.433	36	0.60462	172.6	172.6	172.6	1	NaN	83.626	42	0.65693	148.5	148.5	148.5	1	NaN	41.441	35	0.21533	208.5	208.5	208.5	1	NaN	77.781	35	0.80049	170.6	170.6	170.6	1	NaN	70.166	42	0.62287	176.0	176.0	176.0	1	NaN	72.340	34	0.47932	158.0	158.0	158.0	1	NaN	63.261	37	0.43431	173.3	173.3	173.3	1	NaN	84.612	37	0.48175	185.3	185.3	185.3	1	NaN	76.452	54	0.75669	166.4	166.4	166.4	1	NaN	68.009	36	0.57664	198.9	198.9	198.9	1	NaN	99.662	43	0.93552	
