Illumina Inc. BeadStudio version 3.3.7
Normalization = none
Array Content = MouseRef-8_V1_1_R2_11234312_A.bgx.xml
Error Model = none
DateTime = 10/22/2008 3:37 PM
Local Settings = en-US

TargetID	ProbeID	MIN_Signal-1745080067_B	AVG_Signal-1745080067_B	MAX_Signal-1745080067_B	NARRAYS-1745080067_B	ARRAY_STDEV-1745080067_B	BEAD_STDEV-1745080067_B	Avg_NBEADS-1745080067_B	Detection-1745080067_B	MIN_Signal-1745080067_A	AVG_Signal-1745080067_A	MAX_Signal-1745080067_A	NARRAYS-1745080067_A	ARRAY_STDEV-1745080067_A	BEAD_STDEV-1745080067_A	Avg_NBEADS-1745080067_A	Detection-1745080067_A	MIN_Signal-1745080067_D	AVG_Signal-1745080067_D	MAX_Signal-1745080067_D	NARRAYS-1745080067_D	ARRAY_STDEV-1745080067_D	BEAD_STDEV-1745080067_D	Avg_NBEADS-1745080067_D	Detection-1745080067_D	MIN_Signal-1745080067_E	AVG_Signal-1745080067_E	MAX_Signal-1745080067_E	NARRAYS-1745080067_E	ARRAY_STDEV-1745080067_E	BEAD_STDEV-1745080067_E	Avg_NBEADS-1745080067_E	Detection-1745080067_E	MIN_Signal-1745080067_C	AVG_Signal-1745080067_C	MAX_Signal-1745080067_C	NARRAYS-1745080067_C	ARRAY_STDEV-1745080067_C	BEAD_STDEV-1745080067_C	Avg_NBEADS-1745080067_C	Detection-1745080067_C	MIN_Signal-1745080067_F	AVG_Signal-1745080067_F	MAX_Signal-1745080067_F	NARRAYS-1745080067_F	ARRAY_STDEV-1745080067_F	BEAD_STDEV-1745080067_F	Avg_NBEADS-1745080067_F	Detection-1745080067_F	MIN_Signal-1745080067_G	AVG_Signal-1745080067_G	MAX_Signal-1745080067_G	NARRAYS-1745080067_G	ARRAY_STDEV-1745080067_G	BEAD_STDEV-1745080067_G	Avg_NBEADS-1745080067_G	Detection-1745080067_G	MIN_Signal-1745080067_H	AVG_Signal-1745080067_H	MAX_Signal-1745080067_H	NARRAYS-1745080067_H	ARRAY_STDEV-1745080067_H	BEAD_STDEV-1745080067_H	Avg_NBEADS-1745080067_H	Detection-1745080067_H	MIN_Signal-1745080070_A	AVG_Signal-1745080070_A	MAX_Signal-1745080070_A	NARRAYS-1745080070_A	ARRAY_STDEV-1745080070_A	BEAD_STDEV-1745080070_A	Avg_NBEADS-1745080070_A	Detection-1745080070_A	MIN_Signal-1745080070_B	AVG_Signal-1745080070_B	MAX_Signal-1745080070_B	NARRAYS-1745080070_B	ARRAY_STDEV-1745080070_B	BEAD_STDEV-1745080070_B	Avg_NBEADS-1745080070_B	Detection-1745080070_B	MIN_Signal-1745080070_C	AVG_Signal-1745080070_C	MAX_Signal-1745080070_C	NARRAYS-1745080070_C	ARRAY_STDEV-1745080070_C	BEAD_STDEV-1745080070_C	Avg_NBEADS-1745080070_C	Detection-1745080070_C	MIN_Signal-1745080070_D	AVG_Signal-1745080070_D	MAX_Signal-1745080070_D	NARRAYS-1745080070_D	ARRAY_STDEV-1745080070_D	BEAD_STDEV-1745080070_D	Avg_NBEADS-1745080070_D	Detection-1745080070_D	MIN_Signal-1745080070_E	AVG_Signal-1745080070_E	MAX_Signal-1745080070_E	NARRAYS-1745080070_E	ARRAY_STDEV-1745080070_E	BEAD_STDEV-1745080070_E	Avg_NBEADS-1745080070_E	Detection-1745080070_E	MIN_Signal-1745080070_F	AVG_Signal-1745080070_F	MAX_Signal-1745080070_F	NARRAYS-1745080070_F	ARRAY_STDEV-1745080070_F	BEAD_STDEV-1745080070_F	Avg_NBEADS-1745080070_F	Detection-1745080070_F	MIN_Signal-1745080070_G	AVG_Signal-1745080070_G	MAX_Signal-1745080070_G	NARRAYS-1745080070_G	ARRAY_STDEV-1745080070_G	BEAD_STDEV-1745080070_G	Avg_NBEADS-1745080070_G	Detection-1745080070_G	MIN_Signal-1745080070_H	AVG_Signal-1745080070_H	MAX_Signal-1745080070_H	NARRAYS-1745080070_H	ARRAY_STDEV-1745080070_H	BEAD_STDEV-1745080070_H	Avg_NBEADS-1745080070_H	Detection-1745080070_H	
0610011F06RIK	1450075	692.1	692.1	692.1	1	NaN	196.620	36	0.99878	635.5	635.5	635.5	1	NaN	190.620	44	0.99878	584.1	584.1	584.1	1	NaN	111.864	30	1.00000	794.4	794.4	794.4	1	NaN	257.748	29	0.99878	373.7	373.7	373.7	1	NaN	103.518	49	0.99878	1272.5	1272.5	1272.5	1	NaN	262.504	31	1.00000	924.2	924.2	924.2	1	NaN	215.291	46	1.00000	803.7	803.7	803.7	1	NaN	274.106	35	1.00000	836.9	836.9	836.9	1	NaN	266.379	60	0.99878	759.6	759.6	759.6	1	NaN	287.612	47	1.00000	782.4	782.4	782.4	1	NaN	190.534	36	1.00000	784.2	784.2	784.2	1	NaN	236.457	33	0.99878	804.0	804.0	804.0	1	NaN	305.188	38	1.00000	835.1	835.1	835.1	1	NaN	196.967	44	1.00000	813.3	813.3	813.3	1	NaN	230.347	41	1.00000	800.1	800.1	800.1	1	NaN	247.976	35	1.00000	
0610011L14RIK	3990048	306.6	306.6	306.6	1	NaN	111.353	52	0.99270	283.1	283.1	283.1	1	NaN	117.633	43	0.99392	323.1	323.1	323.1	1	NaN	81.670	38	0.99513	295.1	295.1	295.1	1	NaN	82.445	46	0.99027	245.3	245.3	245.3	1	NaN	65.966	55	0.99635	385.8	385.8	385.8	1	NaN	109.888	63	0.99513	327.6	327.6	327.6	1	NaN	124.589	50	0.99270	319.8	319.8	319.8	1	NaN	99.839	44	0.99148	317.8	317.8	317.8	1	NaN	93.821	39	0.99027	280.7	280.7	280.7	1	NaN	127.142	53	0.99148	314.6	314.6	314.6	1	NaN	112.809	40	0.99270	301.4	301.4	301.4	1	NaN	123.175	46	0.99148	306.3	306.3	306.3	1	NaN	95.948	35	0.99148	322.4	322.4	322.4	1	NaN	105.582	46	0.99148	305.2	305.2	305.2	1	NaN	124.679	43	0.99027	261.2	261.2	261.2	1	NaN	112.273	55	0.98540	
0610012D14RIK	360594	180.9	180.9	180.9	1	NaN	83.691	21	0.73114	176.0	176.0	176.0	1	NaN	81.961	24	0.84672	162.9	162.9	162.9	1	NaN	79.155	24	0.42336	153.4	153.4	153.4	1	NaN	57.087	34	0.36496	185.1	185.1	185.1	1	NaN	83.981	23	0.95012	217.2	217.2	217.2	1	NaN	94.123	30	0.86131	162.7	162.7	162.7	1	NaN	56.743	29	0.52676	193.7	193.7	193.7	1	NaN	78.089	26	0.85280	211.5	211.5	211.5	1	NaN	75.008	33	0.83090	204.9	204.9	204.9	1	NaN	109.655	32	0.91484	238.7	238.7	238.7	1	NaN	116.881	39	0.96594	198.6	198.6	198.6	1	NaN	87.950	35	0.89173	177.4	177.4	177.4	1	NaN	56.539	33	0.54866	214.3	214.3	214.3	1	NaN	68.499	26	0.94526	160.3	160.3	160.3	1	NaN	57.777	35	0.48662	161.2	161.2	161.2	1	NaN	78.944	31	0.60097	
0610012D14RIK	3520451	509.9	509.9	509.9	1	NaN	128.054	35	0.99757	679.6	679.6	679.6	1	NaN	132.517	31	0.99878	668.9	668.9	668.9	1	NaN	149.760	31	1.00000	600.8	600.8	600.8	1	NaN	110.633	45	0.99878	323.3	323.3	323.3	1	NaN	90.107	26	0.99757	1034.9	1034.9	1034.9	1	NaN	164.735	38	1.00000	924.6	924.6	924.6	1	NaN	206.304	35	1.00000	632.7	632.7	632.7	1	NaN	177.668	47	0.99878	711.7	711.7	711.7	1	NaN	205.932	36	0.99878	684.1	684.1	684.1	1	NaN	229.084	43	1.00000	693.1	693.1	693.1	1	NaN	157.848	43	0.99878	556.6	556.6	556.6	1	NaN	195.989	48	0.99878	650.8	650.8	650.8	1	NaN	166.059	41	0.99878	699.4	699.4	699.4	1	NaN	172.019	41	0.99878	601.6	601.6	601.6	1	NaN	176.496	41	0.99878	675.0	675.0	675.0	1	NaN	169.112	45	0.99878	
0610012D17RIK	1850168	2142.4	2142.4	2142.4	1	NaN	457.928	20	1.00000	2580.7	2580.7	2580.7	1	NaN	545.011	18	1.00000	2160.4	2160.4	2160.4	1	NaN	348.775	36	1.00000	2235.8	2235.8	2235.8	1	NaN	496.967	34	1.00000	1275.3	1275.3	1275.3	1	NaN	248.496	24	1.00000	4388.2	4388.2	4388.2	1	NaN	699.662	27	1.00000	3733.4	3733.4	3733.4	1	NaN	1000.255	27	1.00000	2664.9	2664.9	2664.9	1	NaN	487.945	25	1.00000	3325.5	3325.5	3325.5	1	NaN	784.402	22	1.00000	2894.8	2894.8	2894.8	1	NaN	756.842	32	1.00000	2945.6	2945.6	2945.6	1	NaN	565.213	29	1.00000	3018.0	3018.0	3018.0	1	NaN	531.989	24	1.00000	3179.6	3179.6	3179.6	1	NaN	602.123	37	1.00000	3053.9	3053.9	3053.9	1	NaN	716.578	29	1.00000	3032.0	3032.0	3032.0	1	NaN	847.829	26	1.00000	3139.1	3139.1	3139.1	1	NaN	564.179	33	1.00000	
0610012G03RIK	4060398	10337.2	10337.2	10337.2	1	NaN	2737.944	30	1.00000	9485.6	9485.6	9485.6	1	NaN	2831.254	39	1.00000	12573.7	12573.7	12573.7	1	NaN	2690.153	35	1.00000	9890.4	9890.4	9890.4	1	NaN	2384.798	51	1.00000	2887.4	2887.4	2887.4	1	NaN	627.723	38	1.00000	14522.8	14522.8	14522.8	1	NaN	3811.872	35	1.00000	13319.6	13319.6	13319.6	1	NaN	3133.610	37	1.00000	10344.0	10344.0	10344.0	1	NaN	2933.471	36	1.00000	13560.9	13560.9	13560.9	1	NaN	3505.780	49	1.00000	10901.6	10901.6	10901.6	1	NaN	3485.689	45	1.00000	11628.2	11628.2	11628.2	1	NaN	3204.688	39	1.00000	12438.9	12438.9	12438.9	1	NaN	4363.655	42	1.00000	13718.0	13718.0	13718.0	1	NaN	4387.133	40	1.00000	11991.2	11991.2	11991.2	1	NaN	2788.892	36	1.00000	13406.9	13406.9	13406.9	1	NaN	4667.108	51	1.00000	11493.5	11493.5	11493.5	1	NaN	3560.182	42	1.00000	
0610012H03RIK	5290600	141.7	141.7	141.7	1	NaN	69.139	30	0.15085	158.6	158.6	158.6	1	NaN	72.494	25	0.62409	128.6	128.6	128.6	1	NaN	49.083	32	0.03528	154.7	154.7	154.7	1	NaN	81.589	29	0.39173	129.3	129.3	129.3	1	NaN	37.884	25	0.10584	192.4	192.4	192.4	1	NaN	67.967	24	0.63139	184.3	184.3	184.3	1	NaN	94.609	24	0.79805	132.6	132.6	132.6	1	NaN	58.816	22	0.04745	156.2	156.2	156.2	1	NaN	45.971	33	0.10706	161.6	161.6	161.6	1	NaN	61.235	25	0.48054	148.9	148.9	148.9	1	NaN	45.223	27	0.10462	152.8	152.8	152.8	1	NaN	65.671	33	0.34672	200.2	200.2	200.2	1	NaN	95.360	28	0.80900	174.2	174.2	174.2	1	NaN	70.246	26	0.64234	160.6	160.6	160.6	1	NaN	77.947	32	0.49027	157.3	157.3	157.3	1	NaN	73.124	34	0.54136	
0610013E23RIK	3360369	176.1	176.1	176.1	1	NaN	72.815	47	0.67883	180.3	180.3	180.3	1	NaN	80.675	56	0.87591	154.7	154.7	154.7	1	NaN	65.041	44	0.26521	154.2	154.2	154.2	1	NaN	58.177	46	0.38078	164.8	164.8	164.8	1	NaN	50.338	38	0.76399	159.1	159.1	159.1	1	NaN	47.978	41	0.13504	156.2	156.2	156.2	1	NaN	66.700	33	0.42579	190.7	190.7	190.7	1	NaN	79.300	55	0.83577	196.1	196.1	196.1	1	NaN	95.427	42	0.65693	161.8	161.8	161.8	1	NaN	60.643	36	0.48418	215.4	215.4	215.4	1	NaN	105.983	41	0.90633	168.4	168.4	168.4	1	NaN	65.823	37	0.61192	180.6	180.6	180.6	1	NaN	80.642	45	0.59367	165.2	165.2	165.2	1	NaN	59.812	47	0.51095	177.6	177.6	177.6	1	NaN	78.861	53	0.72141	148.7	148.7	148.7	1	NaN	59.238	30	0.38321	
0610025P10RIK	5220315	367.8	367.8	367.8	1	NaN	119.448	28	0.99757	388.3	388.3	388.3	1	NaN	114.091	26	0.99757	344.7	344.7	344.7	1	NaN	144.589	38	0.99513	460.6	460.6	460.6	1	NaN	202.874	32	0.99757	411.9	411.9	411.9	1	NaN	163.920	25	0.99878	680.8	680.8	680.8	1	NaN	173.767	34	0.99878	436.2	436.2	436.2	1	NaN	176.745	22	0.99757	526.3	526.3	526.3	1	NaN	176.411	28	0.99878	561.2	561.2	561.2	1	NaN	238.743	24	0.99878	473.7	473.7	473.7	1	NaN	159.079	28	0.99878	448.5	448.5	448.5	1	NaN	179.935	32	0.99757	479.7	479.7	479.7	1	NaN	246.406	50	0.99878	509.3	509.3	509.3	1	NaN	140.912	32	0.99878	439.9	439.9	439.9	1	NaN	128.386	27	0.99757	436.9	436.9	436.9	1	NaN	176.512	34	0.99757	445.7	445.7	445.7	1	NaN	137.140	30	0.99757	
0610025P10RIK	5420725	756.7	756.7	756.7	1	NaN	209.915	31	1.00000	656.4	656.4	656.4	1	NaN	177.821	32	0.99878	484.4	484.4	484.4	1	NaN	139.727	34	1.00000	753.8	753.8	753.8	1	NaN	252.111	24	0.99878	622.3	622.3	622.3	1	NaN	157.949	27	1.00000	1018.4	1018.4	1018.4	1	NaN	236.573	34	1.00000	777.2	777.2	777.2	1	NaN	261.094	32	0.99878	830.7	830.7	830.7	1	NaN	185.983	27	1.00000	900.1	900.1	900.1	1	NaN	278.833	33	0.99878	692.8	692.8	692.8	1	NaN	190.621	46	1.00000	796.1	796.1	796.1	1	NaN	224.130	36	1.00000	767.8	767.8	767.8	1	NaN	191.237	37	0.99878	851.0	851.0	851.0	1	NaN	264.967	34	1.00000	848.7	848.7	848.7	1	NaN	204.244	46	1.00000	849.8	849.8	849.8	1	NaN	246.578	36	1.00000	735.6	735.6	735.6	1	NaN	187.697	30	0.99878	
0610030E20RIK	630075	353.9	353.9	353.9	1	NaN	127.177	38	0.99635	309.6	309.6	309.6	1	NaN	110.055	22	0.99635	270.3	270.3	270.3	1	NaN	100.796	36	0.98662	382.0	382.0	382.0	1	NaN	134.270	35	0.99757	326.9	326.9	326.9	1	NaN	47.863	24	0.99757	405.3	405.3	405.3	1	NaN	119.659	44	0.99513	345.3	345.3	345.3	1	NaN	123.447	25	0.99392	397.0	397.0	397.0	1	NaN	132.762	39	0.99513	402.7	402.7	402.7	1	NaN	170.347	21	0.99635	327.2	327.2	327.2	1	NaN	107.390	46	0.99513	389.7	389.7	389.7	1	NaN	135.659	26	0.99513	384.2	384.2	384.2	1	NaN	154.948	29	0.99757	415.5	415.5	415.5	1	NaN	160.398	36	0.99757	337.1	337.1	337.1	1	NaN	110.482	34	0.99148	383.0	383.0	383.0	1	NaN	146.770	33	0.99513	359.9	359.9	359.9	1	NaN	147.284	27	0.99513	
0610031J06RIK	520397	2047.1	2047.1	2047.1	1	NaN	478.208	37	1.00000	1932.9	1932.9	1932.9	1	NaN	607.935	42	1.00000	1746.1	1746.1	1746.1	1	NaN	331.318	39	1.00000	1919.5	1919.5	1919.5	1	NaN	473.856	39	1.00000	725.3	725.3	725.3	1	NaN	176.748	27	1.00000	2530.4	2530.4	2530.4	1	NaN	491.800	34	1.00000	2406.5	2406.5	2406.5	1	NaN	618.245	24	1.00000	2518.5	2518.5	2518.5	1	NaN	465.127	51	1.00000	2452.5	2452.5	2452.5	1	NaN	594.314	34	1.00000	2147.4	2147.4	2147.4	1	NaN	646.570	34	1.00000	2545.3	2545.3	2545.3	1	NaN	629.526	25	1.00000	2254.3	2254.3	2254.3	1	NaN	620.608	32	1.00000	2340.7	2340.7	2340.7	1	NaN	396.100	31	1.00000	2410.8	2410.8	2410.8	1	NaN	633.906	42	1.00000	2258.1	2258.1	2258.1	1	NaN	667.410	31	1.00000	2080.6	2080.6	2080.6	1	NaN	461.268	40	1.00000	
0610031J06RIK	4780286	326.9	326.9	326.9	1	NaN	71.718	29	0.99270	340.1	340.1	340.1	1	NaN	131.852	29	0.99635	345.5	345.5	345.5	1	NaN	122.753	29	0.99513	304.2	304.2	304.2	1	NaN	91.341	29	0.99392	298.7	298.7	298.7	1	NaN	106.486	30	0.99757	470.9	470.9	470.9	1	NaN	120.776	38	0.99635	423.2	423.2	423.2	1	NaN	118.055	34	0.99757	439.7	439.7	439.7	1	NaN	111.150	24	0.99757	444.5	444.5	444.5	1	NaN	146.440	37	0.99757	397.3	397.3	397.3	1	NaN	177.282	29	0.99757	382.6	382.6	382.6	1	NaN	101.632	26	0.99513	430.3	430.3	430.3	1	NaN	136.355	37	0.99878	428.2	428.2	428.2	1	NaN	138.672	37	0.99757	363.5	363.5	363.5	1	NaN	91.466	30	0.99513	418.7	418.7	418.7	1	NaN	183.633	28	0.99757	386.6	386.6	386.6	1	NaN	148.443	30	0.99757	
0610037D15RIK	6840463	205.0	205.0	205.0	1	NaN	67.702	39	0.90754	193.1	193.1	193.1	1	NaN	66.913	34	0.93552	195.1	195.1	195.1	1	NaN	63.358	38	0.84063	214.4	214.4	214.4	1	NaN	91.028	27	0.96350	200.3	200.3	200.3	1	NaN	64.588	35	0.97932	268.7	268.7	268.7	1	NaN	101.947	32	0.97810	243.3	243.3	243.3	1	NaN	94.009	38	0.97932	229.9	229.9	229.9	1	NaN	74.865	27	0.97202	239.7	239.7	239.7	1	NaN	87.542	35	0.93552	199.1	199.1	199.1	1	NaN	93.025	37	0.88443	240.2	240.2	240.2	1	NaN	80.856	38	0.96594	200.0	200.0	200.0	1	NaN	94.062	29	0.90024	264.5	264.5	264.5	1	NaN	121.488	30	0.98418	220.9	220.9	220.9	1	NaN	69.093	37	0.95985	228.1	228.1	228.1	1	NaN	100.900	48	0.96350	202.3	202.3	202.3	1	NaN	70.627	29	0.94282	
0610037L13RIK	580136	895.4	895.4	895.4	1	NaN	237.553	31	1.00000	675.5	675.5	675.5	1	NaN	212.731	36	0.99878	1025.9	1025.9	1025.9	1	NaN	256.080	32	1.00000	897.1	897.1	897.1	1	NaN	248.569	25	0.99878	385.2	385.2	385.2	1	NaN	98.617	29	0.99878	1448.7	1448.7	1448.7	1	NaN	366.163	33	1.00000	1018.3	1018.3	1018.3	1	NaN	195.138	25	1.00000	961.1	961.1	961.1	1	NaN	245.086	32	1.00000	979.8	979.8	979.8	1	NaN	245.488	26	1.00000	985.0	985.0	985.0	1	NaN	311.130	42	1.00000	1137.1	1137.1	1137.1	1	NaN	364.411	33	1.00000	973.2	973.2	973.2	1	NaN	265.854	36	1.00000	1086.9	1086.9	1086.9	1	NaN	308.587	44	1.00000	1130.1	1130.1	1130.1	1	NaN	315.576	41	1.00000	1025.5	1025.5	1025.5	1	NaN	252.936	33	1.00000	1022.5	1022.5	1022.5	1	NaN	236.415	28	1.00000	
0610037L13RIK	1940605	1849.1	1849.1	1849.1	1	NaN	433.423	29	1.00000	1558.0	1558.0	1558.0	1	NaN	477.880	30	1.00000	2200.8	2200.8	2200.8	1	NaN	398.971	37	1.00000	1681.3	1681.3	1681.3	1	NaN	446.490	27	1.00000	651.2	651.2	651.2	1	NaN	136.619	25	1.00000	2615.1	2615.1	2615.1	1	NaN	464.842	26	1.00000	2192.3	2192.3	2192.3	1	NaN	730.591	24	1.00000	2142.6	2142.6	2142.6	1	NaN	450.648	32	1.00000	1986.5	1986.5	1986.5	1	NaN	478.202	29	1.00000	2050.6	2050.6	2050.6	1	NaN	552.718	23	1.00000	2068.0	2068.0	2068.0	1	NaN	406.478	22	1.00000	2181.0	2181.0	2181.0	1	NaN	475.734	32	1.00000	2145.6	2145.6	2145.6	1	NaN	513.809	32	1.00000	2253.8	2253.8	2253.8	1	NaN	485.668	25	1.00000	2217.0	2217.0	2217.0	1	NaN	691.118	35	1.00000	2103.0	2103.0	2103.0	1	NaN	531.109	31	1.00000	
0610037P05RIK	2320156	128.6	128.6	128.6	1	NaN	52.332	49	0.04015	143.8	143.8	143.8	1	NaN	62.498	42	0.35766	161.1	161.1	161.1	1	NaN	63.068	47	0.37470	159.4	159.4	159.4	1	NaN	70.784	37	0.46837	131.8	131.8	131.8	1	NaN	40.771	47	0.13382	162.2	162.2	162.2	1	NaN	54.355	48	0.17640	158.9	158.9	158.9	1	NaN	81.637	31	0.46959	156.7	156.7	156.7	1	NaN	66.684	33	0.35401	157.3	157.3	157.3	1	NaN	52.253	42	0.11679	153.7	153.7	153.7	1	NaN	73.146	35	0.36740	142.3	142.3	142.3	1	NaN	59.288	49	0.05718	133.6	133.6	133.6	1	NaN	67.783	48	0.10584	155.7	155.7	155.7	1	NaN	83.698	31	0.19100	135.7	135.7	135.7	1	NaN	66.555	41	0.07908	126.2	126.2	126.2	1	NaN	50.348	44	0.04745	124.7	124.7	124.7	1	NaN	70.557	35	0.06569	
0610037P05RIK	3360332	223.7	223.7	223.7	1	NaN	66.811	35	0.96594	181.1	181.1	181.1	1	NaN	69.480	39	0.88321	269.6	269.6	269.6	1	NaN	111.249	43	0.98662	218.5	218.5	218.5	1	NaN	70.205	35	0.96837	184.7	184.7	184.7	1	NaN	59.616	42	0.94526	298.1	298.1	298.1	1	NaN	94.349	39	0.98662	252.2	252.2	252.2	1	NaN	113.906	34	0.98418	267.1	267.1	267.1	1	NaN	99.068	52	0.98783	333.4	333.4	333.4	1	NaN	150.679	44	0.99270	176.7	176.7	176.7	1	NaN	59.380	35	0.70073	295.3	295.3	295.3	1	NaN	126.135	56	0.98905	244.9	244.9	244.9	1	NaN	112.116	36	0.98054	293.8	293.8	293.8	1	NaN	104.162	39	0.99027	277.4	277.4	277.4	1	NaN	126.958	38	0.98783	280.1	280.1	280.1	1	NaN	120.173	40	0.98662	257.9	257.9	257.9	1	NaN	96.774	42	0.98540	
0610037P05RIK	6650592	152.3	152.3	152.3	1	NaN	59.268	46	0.30657	144.3	144.3	144.3	1	NaN	58.495	35	0.37226	152.6	152.6	152.6	1	NaN	53.190	30	0.23601	209.6	209.6	209.6	1	NaN	101.760	44	0.95499	121.4	121.4	121.4	1	NaN	31.571	42	0.04136	191.0	191.0	191.0	1	NaN	61.996	46	0.61800	172.9	172.9	172.9	1	NaN	81.019	34	0.66302	178.9	178.9	178.9	1	NaN	70.787	36	0.72019	201.6	201.6	201.6	1	NaN	83.405	38	0.72749	185.4	185.4	185.4	1	NaN	79.707	39	0.80170	187.1	187.1	187.1	1	NaN	75.235	37	0.64964	188.7	188.7	188.7	1	NaN	80.005	37	0.83455	175.9	175.9	175.9	1	NaN	67.933	46	0.53285	185.5	185.5	185.5	1	NaN	72.072	53	0.75791	176.4	176.4	176.4	1	NaN	84.875	42	0.70681	151.9	151.9	151.9	1	NaN	55.473	40	0.43796	
0610038F07RIK	2940673	1441.4	1441.4	1441.4	1	NaN	397.491	37	1.00000	1043.5	1043.5	1043.5	1	NaN	249.291	32	1.00000	1215.9	1215.9	1215.9	1	NaN	306.008	35	1.00000	1146.0	1146.0	1146.0	1	NaN	257.995	30	1.00000	498.3	498.3	498.3	1	NaN	129.707	32	0.99878	1459.5	1459.5	1459.5	1	NaN	347.841	34	1.00000	1452.3	1452.3	1452.3	1	NaN	417.588	40	1.00000	1651.6	1651.6	1651.6	1	NaN	535.995	33	1.00000	1680.3	1680.3	1680.3	1	NaN	477.628	52	1.00000	1442.3	1442.3	1442.3	1	NaN	484.181	33	1.00000	1598.5	1598.5	1598.5	1	NaN	507.726	49	1.00000	1480.3	1480.3	1480.3	1	NaN	457.488	35	1.00000	1718.2	1718.2	1718.2	1	NaN	575.578	38	1.00000	1546.1	1546.1	1546.1	1	NaN	507.925	36	1.00000	1555.3	1555.3	1555.3	1	NaN	477.763	36	1.00000	1458.5	1458.5	1458.5	1	NaN	415.964	48	1.00000	
0610040D20RIK	5360672	148.4	148.4	148.4	1	NaN	78.901	45	0.24818	162.1	162.1	162.1	1	NaN	82.318	39	0.68735	158.0	158.0	158.0	1	NaN	58.045	39	0.32238	124.8	124.8	124.8	1	NaN	52.359	36	0.04015	136.6	136.6	136.6	1	NaN	40.813	26	0.21046	173.7	173.7	173.7	1	NaN	62.964	37	0.36253	155.2	155.2	155.2	1	NaN	84.078	36	0.41119	140.8	140.8	140.8	1	NaN	56.402	36	0.10462	152.0	152.0	152.0	1	NaN	59.207	43	0.07421	147.4	147.4	147.4	1	NaN	74.448	44	0.27616	175.6	175.6	175.6	1	NaN	72.222	38	0.47324	137.7	137.7	137.7	1	NaN	62.201	24	0.14720	175.0	175.0	175.0	1	NaN	88.307	36	0.51338	152.0	152.0	152.0	1	NaN	74.516	42	0.26156	140.0	140.0	140.0	1	NaN	78.303	28	0.16423	140.2	140.2	140.2	1	NaN	54.790	39	0.24088	
0610040J01RIK	460064	912.1	912.1	912.1	1	NaN	216.480	24	1.00000	671.9	671.9	671.9	1	NaN	148.594	23	0.99878	942.2	942.2	942.2	1	NaN	172.429	37	1.00000	808.7	808.7	808.7	1	NaN	236.057	36	0.99878	353.1	353.1	353.1	1	NaN	97.351	30	0.99878	1168.4	1168.4	1168.4	1	NaN	304.039	35	1.00000	1022.3	1022.3	1022.3	1	NaN	284.455	38	1.00000	974.5	974.5	974.5	1	NaN	244.304	42	1.00000	1108.4	1108.4	1108.4	1	NaN	242.962	34	1.00000	914.9	914.9	914.9	1	NaN	319.685	28	1.00000	1092.2	1092.2	1092.2	1	NaN	258.682	41	1.00000	1004.6	1004.6	1004.6	1	NaN	349.140	44	1.00000	972.2	972.2	972.2	1	NaN	233.685	32	1.00000	1075.6	1075.6	1075.6	1	NaN	280.206	42	1.00000	1172.8	1172.8	1172.8	1	NaN	362.721	38	1.00000	1028.8	1028.8	1028.8	1	NaN	300.611	34	1.00000	
0710005I19RIK	540377	566.3	566.3	566.3	1	NaN	133.227	31	0.99878	439.5	439.5	439.5	1	NaN	97.955	33	0.99878	519.3	519.3	519.3	1	NaN	128.311	42	1.00000	656.9	656.9	656.9	1	NaN	154.964	39	0.99878	341.7	341.7	341.7	1	NaN	102.842	40	0.99757	665.8	665.8	665.8	1	NaN	197.056	47	0.99878	588.6	588.6	588.6	1	NaN	180.296	46	0.99878	702.1	702.1	702.1	1	NaN	175.001	34	0.99878	690.0	690.0	690.0	1	NaN	151.648	46	0.99878	560.7	560.7	560.7	1	NaN	259.397	41	0.99878	693.6	693.6	693.6	1	NaN	212.058	39	0.99878	628.9	628.9	628.9	1	NaN	227.145	43	0.99878	746.1	746.1	746.1	1	NaN	217.857	48	0.99878	654.9	654.9	654.9	1	NaN	172.796	35	0.99878	713.5	713.5	713.5	1	NaN	203.125	50	0.99878	590.4	590.4	590.4	1	NaN	177.255	51	0.99878	
0710008K08RIK	6650288	4376.0	4376.0	4376.0	1	NaN	814.831	34	1.00000	3866.5	3866.5	3866.5	1	NaN	1043.035	31	1.00000	4300.8	4300.8	4300.8	1	NaN	801.397	30	1.00000	3921.9	3921.9	3921.9	1	NaN	905.684	32	1.00000	1296.3	1296.3	1296.3	1	NaN	159.935	28	1.00000	6009.8	6009.8	6009.8	1	NaN	1137.254	33	1.00000	5691.5	5691.5	5691.5	1	NaN	1429.284	31	1.00000	4961.6	4961.6	4961.6	1	NaN	1013.433	29	1.00000	5189.9	5189.9	5189.9	1	NaN	1357.416	26	1.00000	4462.4	4462.4	4462.4	1	NaN	1117.005	37	1.00000	5153.2	5153.2	5153.2	1	NaN	950.389	36	1.00000	5127.8	5127.8	5127.8	1	NaN	1280.249	36	1.00000	5463.5	5463.5	5463.5	1	NaN	1251.073	39	1.00000	5374.6	5374.6	5374.6	1	NaN	1142.164	39	1.00000	4969.8	4969.8	4969.8	1	NaN	1440.997	32	1.00000	4810.4	4810.4	4810.4	1	NaN	1418.713	33	1.00000	
