TYPE	integer	integer	integer	integer	integer	text	text	float	float	float	float	float	float	float	boolean	boolean	boolean	boolean	boolean	boolean	float	boolean	boolean	float	float	float	float	float	float	boolean
FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	gProcessedSignal	gProcessedSigError	gMedianSignal	gBGMedianSignal	gBGPixSDev	gIsSaturated	gIsFeatNonUnifOL	gIsBGNonUnifOL	gIsFeatPopnOL	gIsBGPopnOL	IsManualFlag	gBGSubSignal	gIsPosAndSignif	gIsWellAboveBG	SpotExtentX	gBGMeanSignal	gTotalProbeSignal	gTotalProbeError	gTotalGeneSignal	gTotalGeneError	gIsGeneDetected
DATA	3394	42	32	0	0	A_54_P1151	mmu-miR-194	1138.63	525.915	6.410678e+001	7.422548e+000	117	23	5.291503e+000	0	0	0	0	0	0	64.1068	1	1	43.3362	23.5	48.6272	5.42393	58.4013	6.00365	1
DATA	3395	42	33	0	0	A_54_P2681	mmu-miR-378	1164	525.545	7.162404e+002	7.172169e+001	781	25	6.873183e+000	0	0	0	0	0	0	716.24	1	1	55.8519	24.8235	432.423	43.3771	1194.33	87.725	1
DATA	3396	42	34	0	0	A_54_P2877	mmu-miR-665	1189.68	526.339	-1.593893e+000	3.741314e+000	50	21	5.685735e+000	0	0	0	0	0	0	-1.59389	0	0	44.4243	22.4483	-0.202896	1.18634	-5.91848	2.37189	0
DATA	3397	42	35	0	0	A_54_P00004491	mcmv-miR-m21-1	1214.53	526.153	-3.890236e+000	3.741314e+000	47.5	21	6.650410e+000	0	0	0	0	0	0	-3.89024	0	0	47.8731	22.1935	-2.99167	2.37163	-5.94465	3.35399	0
DATA	3398	42	36	0	0	A_54_P1634	mmu-miR-464	1239.82	526.106	2.456608e+000	3.749370e+000	54	25	8.946118e+000	0	0	0	0	0	0	2.45661	0	0	45.835	25.4595	0.383438	1.18704	-0.910354	2.37294	0
DATA	3399	42	37	0	0	A_54_P2580	mmu-miR-345-3p	1265.8	526.063	1.089156e+001	3.896625e+000	63.5	23	6.415718e+000	0	0	0	0	0	0	10.8916	1	0	45.835	23.0952	4.14094	1.26823	17.3069	2.56116	1
DATA	3400	42	38	0	0	A_54_P2141	mmu-miR-717	1291.57	525.841	-4.931405e+000	3.741314e+000	49	24	4.739232e+000	0	0	0	0	0	0	-4.93141	0	0	44.4243	24.6429	-0.0126165	1.19073	-1.79329	2.37424	0
DATA	3401	42	39	0	0	A_54_P00004455	mmu-miR-1190	1316.39	525.229	3.724739e+000	3.759809e+000	54	22.5	7.523755e+000	0	0	0	0	0	0	3.72474	1	0	47.2035	23.5417	-0.0639092	2.3735	-1.20346	3.35623	0
DATA	3402	42	40	0	0	A_54_P2856	mmu-miR-744	1342.21	525.341	-7.792581e+000	3.741314e+000	45	21	7.118283e+000	0	0	0	0	0	0	-7.79258	0	0	51.7088	23.2069	-2.03761	1.18581	-4.20541	2.37195	0
DATA	3403	42	41	0	0	A_54_P2484	mmu-miR-26b	1367.26	526	3.449842e+003	3.450045e+002	3510	22	7.697819e+000	0	0	0	0	0	0	3449.84	1	1	44.7812	24.2222	2258.41	225.963	3484.47	257.441	1
DATA	3405	42	43	0	0	A_54_P00004554	mmu-miR-1904	1418.06	526.026	3.309563e+002	3.330643e+001	386	23	8.276668e+000	0	0	0	0	0	0	330.956	1	1	48.5334	23.3548	216.699	22.3006	504.579	36.801	1
DATA	3406	42	44	0	0	A_54_P2034	mmu-miR-696	1443.7	525.9	1.035732e+000	3.742747e+000	53	23	6.198010e+000	0	0	0	0	0	0	1.03573	0	0	47.2035	23.1875	0.533998	1.18714	-3.87242	2.37229	0
DATA	3407	42	45	0	1	mr_1_23	mr_1	1468.5	526	1.408887e+004	1.408892e+003	13991	24.5	6.797884e+000	0	0	0	0	0	0	14088.9	1	1	54.1152	25.0294	4379.69	438.42	11255	616.719	1
DATA	3408	42	46	0	0	A_54_P2350	mmu-miR-183	1494.1	525.966	-3.687098e+000	3.741314e+000	51	26	7.507572e+000	0	0	0	0	0	0	-3.6871	0	0	43.7019	24.6364	-2.00869	2.37175	-0.99494	3.35724	0
DATA	3409	42	47	0	0	A_54_P2883	mmu-miR-672	1519.85	525.912	8.411930e+000	3.834714e+000	63	23	7.516145e+000	0	0	0	0	0	0	8.41193	1	0	46.8651	25.0857	4.04813	2.40696	10.7096	3.44584	0
DATA	3410	42	48	0	0	A_54_P1108	mmu-miR-154	1545.36	526.164	2.578064e+001	4.543549e+000	83	22	6.838028e+000	0	0	0	1	0	0	25.7806	1	1	46.1809	23.4828	23.5393	3.34181	82.0209	7.15873	1
DATA	3411	42	49	0	0	A_54_P00002761	mmu-miR-465a-3p	1570.27	526.271	1.646973e+000	3.744937e+000	54	23.5	7.828749e+000	0	0	0	0	0	0	1.64697	0	0	46.8651	24.4688	2.8932	2.3975	3.42353	3.37632	0
DATA	3413	42	51	0	0	A_54_P2366	mmu-miR-188-3p	1621.09	526.065	3.515563e+000	3.757794e+000	55.5	25	5.915983e+000	0	0	0	0	0	0	3.51556	0	0	54.4085	24.6333	-0.0545721	1.1873	-0.890191	2.37501	0
DATA	3414	42	52	0	0	A_54_P2557	mmu-miR-340-5p	1646.36	526.409	4.443604e+001	5.808876e+000	95.5	24.5	9.057138e+000	0	0	0	0	0	0	44.436	1	1	45.1352	24.4286	31.2382	3.94715	61.7333	5.53044	1
DATA	3415	42	53	0	0	A_54_P1332	mmu-miR-96	1671.68	526.106	6.181826e+000	3.792041e+000	59	23	6.812372e+000	0	0	0	0	0	0	6.18183	1	0	45.835	23.6216	3.85415	2.41014	4.61802	3.38428	0
DATA	3416	42	54	0	0	A_54_P3045	mmu-miR-876-3p	1697.67	526.2	-5.362427e+000	3.741314e+000	48	27	8.283096e+000	0	0	0	0	0	0	-5.36243	0	0	49.5074	27.0741	-0.782408	1.18667	-5.02647	2.3721	0
DATA	3418	42	56	0	0	A_54_P3600	mmu-miR-376c*	1747.8	526.324	-1.139492e+000	3.741314e+000	51.5	21	4.294221e+000	0	0	0	0	0	0	-1.13949	0	0	47.5395	20.8286	-0.0379795	1.18648	-1.80391	2.37228	0
DATA	3419	42	57	0	0	A_54_P1332	mmu-miR-96	1774.06	526.03	3.848233e+000	3.761053e+000	56	21	5.935224e+000	0	0	0	0	0	0	3.84823	1	0	46.8651	21.5526	3.85415	2.41014	4.61802	3.38428	0
DATA	3420	42	58	0	0	A_54_P00004522	mcmv-miR-m108-1	1798.58	526.427	-6.001558e+000	3.741314e+000	47.5	21	6.035380e+000	0	0	0	0	0	0	-6.00156	0	0	57.5363	21.3226	-2.15755	2.37163	-5.61513	3.35399	0
DATA	3421	42	59	0	0	A_54_P2521	mmu-miR-330	1824.9	526.029	4.285169e-001	3.741559e+000	53.5	22	7.709559e+000	0	0	0	0	0	0	0.428517	0	0	46.8651	22.8611	-0.499155	1.18583	-2.29125	2.37176	0
DATA	3422	42	60	0	0	A_54_P1968	mmu-miR-719	1850.28	526.423	-5.165396e+000	3.741314e+000	49	23	6.635069e+000	0	0	0	0	0	0	-5.1654	0	0	48.5334	23.9	-1.09437	1.18581	-6.59604	2.37163	0
DATA	3423	42	61	0	0	A_54_P3361	mmu-miR-293*	1875	526.455	2.964206e+000	3.753038e+000	59.5	20.5	6.167310e+000	0	0	0	0	0	0	2.96421	0	0	55.8519	21.5357	0.0167864	1.18732	-2.04361	2.3725	0
DATA	3424	42	62	0	0	A_54_P3308	mmu-miR-140*	1900.79	525.771	3.593178e+002	3.612603e+001	422	25.5	6.628309e+000	0	0	0	0	0	0	359.318	1	1	45.1352	24.4688	208.429	21.0769	260.701	21.8475	1
DATA	3425	42	63	0	0	A_54_P2676	mmu-miR-362-3p	1926.03	526.061	2.712488e+002	2.738168e+001	331	21	4.828686e+000	0	0	0	0	0	0	271.249	1	1	46.8651	21.9565	177.712	17.969	250.309	19.5445	1
DATA	3426	42	64	0	0	A_54_P1011	mmu-miR-29b	1951.5	526.231	8.572573e+002	8.580733e+001	926	21	6.103278e+000	0	0	0	0	0	0	857.257	1	1	49.8279	21.4	593.178	60.281	9120.68	860.08	1
DATA	3427	42	65	0	0	A_54_P1836	mmu-miR-667	1976.67	526.282	-8.562017e-002	3.741314e+000	53	22	8.724576e+000	0	0	0	0	0	0	-0.0856202	0	0	50.1463	22.7586	0.281017	1.18701	-1.6078	2.37249	0
DATA	3428	42	66	0	0	A_54_P1444	mmu-miR-210	2002.07	526.507	1.615636e+002	1.658389e+001	218	23	6.389255e+000	0	0	0	0	0	0	161.564	1	1	47.8731	23.125	103.942	10.6756	336.122	25.7055	1
DATA	3429	42	67	0	0	A_54_P3294	mmu-miR-127*	2027.28	526.467	-6.455964e+000	3.741314e+000	48	22.5	7.322988e+000	0	0	0	0	0	0	-6.45596	0	0	42.9674	24.1154	-1.58412	1.18581	-7.27474	2.37166	0
DATA	3430	42	68	0	0	A_54_P00004439	mmu-miR-669j	2052.75	526.528	-3.319325e+000	3.741314e+000	52	26	7.597499e+000	0	0	0	0	0	0	-3.31933	0	0	48.2044	26.2564	-1.50974	2.37163	-4.00105	3.354	0
DATA	3431	42	69	0	0	A_54_P2515	mmu-miR-324-3p	2078.41	525.724	1.131916e+001	3.908793e+000	67	21	6.971794e+000	0	0	0	0	0	0	11.3192	1	0	42.5954	21.0345	7.37265	2.49088	35.8442	4.46827	1
DATA	3432	42	70	0	0	A_54_P1940	mmu-miR-681	2103.85	526.221	-2.107354e-001	3.741314e+000	55	21	7.329436e+000	0	0	0	0	0	0	-0.210735	0	0	46.1809	22.2222	1.35391	1.19732	5.6911	2.41871	1
DATA	3433	42	71	0	0	A_54_P3655	mmu-miR-877*	2129	526.455	6.430404e+000	3.796173e+000	61	23	5.053052e+000	0	0	0	0	0	0	6.4304	1	0	55.8519	23.3333	3.24407	1.23612	17.836	2.54716	1
DATA	3434	42	72	0	0	A_54_P1274	mmu-miR-148a	2154.62	526.37	1.871900e+003	1.872274e+002	1932	23.5	6.799274e+000	0	0	0	0	0	0	1871.9	1	1	50.7771	24.775	1371.77	137.473	1949.13	149.425	1
DATA	3436	42	74	0	0	A_54_P00004566	mmu-miR-1896	2205.46	526.614	2.740212e+001	4.637477e+000	80	25.5	8.447120e+000	0	0	0	0	0	0	27.4021	1	1	47.5395	26.5313	21.654	3.29081	38.3547	4.39817	1
DATA	3437	42	75	0	0	A_54_P3531	mmu-miR-218-2*	2230.78	526.329	-7.403485e+000	3.741314e+000	48	26	6.990795e+000	0	0	0	0	0	0	-7.40349	0	0	48.2044	24.9394	-2.04732	1.18581	-7.8802	2.37163	0
DATA	3438	42	76	0	0	A_54_P4378	mmu-miR-300	2256.41	526.922	1.247187e+002	1.302094e+001	182	21	7.542852e+000	0	0	0	0	0	0	124.719	1	1	44.7812	22.1935	92.1641	9.54455	100.238	9.87167	1
DATA	3439	42	77	0	0	A_54_P3308	mmu-miR-140*	2281.38	526.377	3.285942e+002	3.307173e+001	385	24	4.582576e+000	0	0	0	0	0	0	328.594	1	1	43.7019	23.6	208.429	21.0769	260.701	21.8475	1
DATA	3440	42	78	0	0	A_54_P2000	mmu-miR-693-3p	2307.23	526.219	-7.619583e+000	3.741314e+000	48.5	24	4.874989e+000	0	0	0	0	0	0	-7.61958	0	0	48.2044	24.4	-1.88395	1.18581	-7.76528	2.37163	0
DATA	3441	42	79	0	0	A_54_P2071	mmu-miR-702	2331.92	526.524	1.289957e+001	3.957451e+000	70	27	7.483315e+000	0	0	0	0	0	0	12.8996	1	0	44.0646	27.5	3.20844	1.2298	12.8436	2.46745	1
DATA	3442	42	80	0	0	A_54_P2820	mmu-miR-367	2357.59	526.563	7.671567e+000	3.819157e+000	64	22	5.652835e+000	0	0	0	0	0	0	7.67157	1	0	47.8731	23.7273	2.64379	2.39028	7.04069	3.41428	0
DATA	3444	42	82	0	0	A_54_P2643	mmu-miR-222	2408.72	526.708	2.777308e+000	3.751608e+000	58	21	6.432365e+000	0	0	0	0	0	0	2.77731	0	0	48.2044	21.5026	5.01478	2.43429	12.6065	3.48919	1
DATA	3446	43	2	0	0	A_54_P3669	mmu-miR-30b	363.813	532.688	2.768634e+003	2.768886e+002	2806	26	6.528100e+000	0	0	0	1	0	0	2768.63	1	1	45.1352	25.0667	2286.87	229.153	2497.63	230.154	1
DATA	3447	43	3	0	0	A_54_P3616	mmu-miR-744*	389.757	532.703	1.526465e+001	4.040733e+000	68	21	6.880401e+000	0	0	0	0	0	0	15.2647	1	0	48.8603	21.6087	3.85477	1.25012	5.54245	2.41863	1
DATA	3448	43	4	0	0	A_54_P4390	mmu-miR-365	414.923	532.323	6.067598e+001	7.128336e+000	110	25	5.901412e+000	0	0	0	1	0	0	60.676	1	1	45.4864	24.92	52.2462	5.7519	118.346	9.08137	1
DATA	3450	43	6	0	0	A_54_P2484	mmu-miR-26b	465.184	533.265	3.548394e+003	3.548592e+002	3878	23.5	6.688640e+000	0	1	0	0	0	0	3548.39	1	1	40.2912	23.3125	2258.41	225.963	3484.47	257.441	1
DATA	3451	43	7	0	0	A_54_P3347	mmu-miR-193*	490.781	532.521	-1.909444e+000	3.741314e+000	53.5	20.5	7.170486e+000	0	0	0	0	0	0	-1.90944	0	0	48.5334	21.8889	-0.427461	1.18591	-2.13801	2.37225	0
DATA	3453	43	9	0	0	A_54_P2453	mmu-let-7d	541.582	532.573	1.431840e+004	1.431845e+003	15933	26	6.741622e+000	0	0	0	0	0	0	14318.4	1	1	57.5363	26.129	8659.68	866.889	10511.8	886.562	1
DATA	3454	43	10	0	0	A_54_P2099	mmu-miR-709	567.107	532.5	4.983324e+003	4.983464e+002	5100	28	1.006871e+001	0	0	0	0	0	0	4983.32	1	1	56.9804	29.9259	3284.81	328.982	3565.36	330.222	1
DATA	3455	43	11	0	0	A_54_P1434	mmu-miR-28	592.5	532.5	1.189257e+002	1.246719e+001	173	28.5	9.729814e+000	0	0	0	0	0	0	118.926	1	1	57.5363	29.0789	76.0463	7.96611	280.773	22.1082	1
DATA	3456	43	12	0	0	A_54_P2362	mmu-miR-188-5p	617.893	532.5	6.573682e+001	7.563777e+000	123	23.5	9.012188e+000	0	0	0	0	0	0	65.7368	1	1	65	26.2333	21.991	2.50175	95.1456	5.34178	1
DATA	3457	43	13	0	0	A_54_P1847	mmu-miR-802	643.514	532.458	-2.055221e+000	3.741314e+000	51.5	23.5	8.143426e+000	0	0	0	0	0	0	-2.05522	0	0	48.8603	24.6538	-2.07259	2.37165	-3.99056	3.35403	0
DATA	3458	43	14	0	0	A_54_P2894	mmu-miR-673-5p	668.582	532.573	-4.210182e+000	3.741314e+000	50	25	6.826353e+000	0	0	0	0	0	0	-4.21018	0	0	57.5363	25.1081	-1.47702	1.18581	-3.47413	2.37227	0
DATA	3459	43	15	0	0	A_54_P2961	mmu-miR-450b-3p	694	532.545	5.479239e+001	6.634718e+000	100	24	6.235132e+000	0	0	0	1	0	0	54.7924	1	1	55.8519	24.1081	4.40804	1.26741	7.43313	2.44018	1
DATA	3460	43	16	0	0	A_54_P00004589	mmu-miR-1901	719.5	532.648	-1.217055e+000	3.741314e+000	53	24.5	9.247336e+000	0	0	0	0	0	0	-1.21705	0	0	57.5363	26.4286	0.145935	2.37343	0.362869	3.35687	0
DATA	3461	43	17	0	0	A_54_P2063	mmu-miR-700	744.809	532.632	2.218156e+000	3.747883e+000	57	24	6.354001e+000	0	0	0	0	0	0	2.21816	0	0	46.8651	25.04	0.729597	1.18827	9.1346	2.49241	1
DATA	3462	43	18	0	0	A_54_P1301	mmu-miR-16	770.696	532.522	7.883407e+002	7.892279e+001	875	23	7.634288e+000	0	0	0	0	0	0	788.341	1	1	46.8651	24.2	569.523	57.1674	2864.87	236.7	1
DATA	3463	43	19	0	0	A_54_P1128	mmu-miR-184	795.907	532.48	-1.089502e-001	3.741314e+000	51.5	22.5	7.733234e+000	0	0	0	0	0	0	-0.10895	0	0	48.8603	23.3929	1.74904	2.38376	4.98945	3.38139	0
DATA	3464	43	20	0	0	A_54_P1341	mmu-miR-103	821.652	532.5	1.590797e+003	1.591237e+002	1640	27.5	1.073492e+001	0	0	0	0	0	0	1590.8	1	1	53.5237	27.9615	1075.22	107.639	1271.05	109.45	1
DATA	3465	43	21	0	0	A_54_P1075	mmu-miR-140	846.57	532.506	2.306648e+002	2.336792e+001	289	27	6.348791e+000	0	0	0	0	0	0	230.665	1	1	50.4627	26.4167	155.087	15.7522	477.389	36.0218	1
DATA	3466	43	22	0	0	A_54_P1812	mmu-miR-592	871.789	533.171	-2.207317e+000	3.741314e+000	51.5	30	7.104750e+000	0	0	0	0	0	0	-2.20732	0	0	48.2044	28.5405	-2.3053	2.37171	-3.33675	3.35407	0
DATA	3467	43	23	0	0	A_54_P1859	mmu-miR-761	897.099	532.859	-6.093503e+000	3.741314e+000	49	30	8.946957e+000	0	0	0	0	0	0	-6.0935	0	0	46.8651	27.2973	-1.72789	1.18581	-7.66073	2.37163	0
DATA	3468	43	24	0	0	A_54_P1778	mmu-miR-302c	922.651	533.349	-7.096650e-001	3.741314e+000	52	25.5	8.194215e+000	0	0	0	0	0	0	-0.709665	0	0	44.4243	26.625	-0.138203	1.66105	-0.503689	2.74733	0
DATA	3469	43	25	0	0	A_54_P1308	mmu-miR-21	948.096	532.904	1.357582e+003	1.358097e+002	1453	24	8.938633e+000	0	0	0	0	0	0	1357.58	1	1	50.7771	24.5714	898.346	90.247	7604.03	677.058	1
DATA	3470	43	26	0	0	A_54_P2832	mmu-miR-369-5p	973.829	532.803	2.474491e+000	3.749488e+000	55.5	24.5	8.042057e+000	0	0	0	0	0	0	2.47449	0	0	48.2044	23.8529	0.874604	2.37643	5.32673	3.38927	0
DATA	3471	43	27	0	0	A_54_P2659	mmu-miR-7a	998.941	533.191	2.882526e+001	4.722964e+000	82.5	25	9.213828e+000	0	0	0	0	0	0	28.8253	1	1	46.5243	25.8065	20.8114	3.15893	21.059	3.95209	1
DATA	3472	43	28	0	0	A_54_P1306	mmu-miR-20a	1024.5	533.179	8.985102e+002	8.992888e+001	926.5	21	1.053408e+001	0	0	0	0	0	0	898.51	1	1	49.1849	24.6786	557.042	55.8455	819.453	61.7644	1
DATA	3473	43	29	0	0	A_54_P2842	mmu-miR-503	1049.93	532.644	1.069238e+001	3.891105e+000	64.5	25.5	6.371232e+000	0	0	0	0	0	0	10.6924	1	0	43.3362	26	2.96743	2.40288	49.2444	5.73653	1
DATA	3474	43	30	0	0	A_54_P2848	mmu-miR-291b-3p	1075.06	532.761	-6.098927e-001	3.741314e+000	52	23	6.475941e+000	0	0	0	0	0	0	-0.609893	0	0	45.835	23.3429	-0.196131	1.18583	-0.506938	2.37297	0
DATA	3475	43	31	0	0	A_54_P1212	mmu-miR-292-3p	1100.5	533	-2.095053e+000	3.741314e+000	50.5	26	7.664292e+000	0	0	0	0	0	0	-2.09505	0	0	54.1152	25.7931	-1.39265	2.37433	-1.36934	3.35718	0
DATA	3476	43	32	0	0	A_54_P2359	mmu-miR-186	1126.03	533.121	1.069908e+001	3.891289e+000	61.5	23	5.702292e+000	0	0	0	0	0	0	10.6991	1	0	46.5243	23.25	4.17982	2.41445	17.1785	3.65691	1
DATA	3477	43	33	0	1	hur_6_29	hur_6	1151.5	533	3.458502e+004	3.458504e+003	34529	26.5	8.087974e+000	0	0	0	0	0	0	34585	1	1	54.1152	27.5625	14323.3	1439.85	32538.4	1976.46	1
DATA	3478	43	34	0	0	A_54_P1519	mmu-miR-377	1176.77	533.18	4.028272e+001	5.497673e+000	90.5	23.5	6.610033e+000	0	0	0	0	0	0	40.2827	1	1	44.7812	23.7188	23.8728	3.37297	25.6003	4.13122	1
DATA	3479	43	35	0	0	A_54_P1398	mmu-miR-344	1202.08	533.127	-4.392654e+000	3.741314e+000	48	20	6.874537e+000	0	0	0	1	0	0	-4.39265	0	0	46.8651	22	-0.0472312	2.37217	-1.55559	3.35456	0
DATA	3480	43	36	0	0	A_54_P3523	mmu-miR-214*	1227.79	533.229	6.411682e+000	3.795856e+000	58.5	24	9.366493e+000	0	0	0	0	0	0	6.41168	1	0	46.8651	25.7419	2.83874	1.22074	2.8972	2.39096	0
DATA	3481	43	37	0	0	A_54_P3615	mmu-miR-744*	1253.44	532.79	6.889740e+000	3.804223e+000	58	24	6.590785e+000	0	0	0	0	0	0	6.88974	1	0	43.7019	25.0238	2.53194	1.21385	5.54245	2.41863	1
DATA	3482	43	38	0	0	A_54_P3518	mmu-miR-181a-1*	1278.88	532.922	5.186312e+000	3.777090e+000	60	23	6.290015e+000	0	0	0	0	0	0	5.18631	1	0	45.835	22.4167	3.66692	2.40283	10.6244	3.45455	0
DATA	3483	43	39	0	0	A_54_P2733	mmu-miR-433	1304.25	532.875	-3.461228e+000	3.741314e+000	48.5	24	7.497692e+000	0	0	0	0	0	0	-3.46123	0	0	45.835	25.1538	-2.34866	2.37163	-0.509448	3.36247	0
DATA	3484	43	40	0	0	A_54_P00004465	mmu-miR-1194	1329.26	533.292	-2.317767e+000	3.741314e+000	50	22.5	6.198010e+000	0	0	0	0	0	0	-2.31777	0	0	47.8731	23.6875	-0.440368	2.37282	-1.60564	3.35484	0
DATA	3485	43	41	0	1	hur_1_19	hur_1	1354.5	533.352	7.157417e+003	7.157515e+002	7245	22	7.046710e+000	0	0	0	0	0	0	7157.42	1	1	57.5363	24.2609	2526.72	253.231	54075.7	3308.03	1
DATA	3486	43	42	0	0	A_54_P2806	mmu-miR-543	1379.68	533.492	4.039534e+000	3.763058e+000	57	25	6.256742e+000	0	0	0	0	0	0	4.03953	1	0	44.4243	24.0357	3.42434	2.39749	3.89766	3.37405	0
DATA	3487	43	43	0	0	A_54_P2260	mmu-miR-30a	1405.28	533.221	1.092323e+003	1.092963e+002	1156.5	23.5	6.783691e+000	0	0	0	0	0	0	1092.32	1	1	46.5243	23.4615	478.098	47.9669	6836.41	483.638	1
DATA	3488	43	44	0	0	A_54_P00002760	mmu-miR-465a-3p	1430.64	533.71	5.122610e+000	3.776220e+000	57	22.5	7.923017e+000	0	0	0	0	0	0	5.12261	1	0	46.8651	23.25	0.530331	2.3773	3.42353	3.37632	0
DATA	3489	43	45	0	0	A_54_P00004574	mmu-miR-1895	1456.43	533.103	5.561246e+002	5.573817e+001	610.5	25	6.394665e+000	0	0	0	0	0	0	556.125	1	1	46.5243	25.2593	336.224	33.8152	554.031	40.3218	1
DATA	3490	43	46	0	0	A_54_P3275	mmu-miR-99b*	1481.42	533.427	-6.923343e+000	3.741314e+000	48	23	6.752244e+000	0	0	0	0	0	0	-6.92334	0	0	57.5363	24.0303	-0.748284	1.18759	1.07411	2.38959	0
DATA	3492	43	48	0	0	A_54_P4419	mmu-miR-411*	1532.43	533.413	5.840785e+000	3.786631e+000	61.5	23	7.468788e+000	0	0	0	0	0	0	5.84078	1	0	45.1352	25.129	4.57586	2.42072	6.58995	3.3996	0
DATA	3493	43	49	0	0	A_54_P3504	mmu-miR-19a*	1557.7	533.388	-5.556486e+000	3.741314e+000	48	25	7.456090e+000	0	0	0	0	0	0	-5.55649	0	0	51.0895	25.2286	-1.23221	1.18581	-3.20533	2.37193	0
DATA	3494	43	50	0	0	A_54_P2308	mmu-miR-142-3p	1582.75	533.5	2.708942e+002	2.734655e+001	321	26	8.406516e+000	0	0	0	0	0	0	270.894	1	1	48.5334	25.8519	152.512	15.5888	218.305	17.0969	1
DATA	3495	43	51	0	0	A_54_P2037	mmu-miR-720	1608.42	533.427	8.226062e+004	8.226063e+003	82379	25	7.265412e+000	0	0	0	0	0	0	82260.6	1	1	57.5363	25.2	49652.8	4977.53	58748.6	5060.24	1
DATA	3496	43	52	0	0	A_54_P2732	mmu-miR-433	1633.45	533.183	1.755584e+000	3.745430e+000	55	25	9.254076e+000	0	0	0	0	0	0	1.75558	0	0	47.5395	25.069	1.83921	2.38361	-0.509448	3.36247	0
DATA	3497	43	53	0	0	A_54_P2276	mmu-miR-125a-5p	1659	533.265	9.445092e+002	9.452499e+001	971	24	9.292447e+000	0	0	0	0	0	0	944.509	1	1	46.1809	25.9429	585.916	58.7339	654.246	59.1788	1
DATA	3498	43	54	0	0	A_54_P1965	mmu-miR-719	1684.38	534.076	-8.953033e+000	3.741314e+000	44	25.5	8.216608e+000	0	0	0	0	0	0	-8.95303	0	0	45.4864	25.0667	-2.1174	1.18581	-6.59604	2.37163	0
DATA	3502	43	58	0	0	A_54_P2676	mmu-miR-362-3p	1786.62	533.524	2.869661e+002	2.893947e+001	338.5	21.5	6.215274e+000	0	0	0	0	0	0	286.966	1	1	51.7088	22.5	177.712	17.969	250.309	19.5445	1
DATA	3504	43	60	0	0	A_54_P2730	mmu-miR-431	1837.49	533.544	1.116375e+000	3.742979e+000	54	23	6.201382e+000	0	0	0	0	0	0	1.11638	0	0	50.4627	23.6857	2.67189	2.39246	1.60647	3.36899	0
DATA	3505	43	61	0	0	A_54_P4365	mmu-miR-101a	1862.56	533.366	1.119749e+003	1.120374e+002	1181	23	6.590553e+000	0	0	0	0	0	0	1119.75	1	1	51.4001	23.6538	656.493	65.8705	1265.96	89.8739	1
DATA	3506	43	62	0	0	A_54_P1340	mmu-miR-98	1888	533.418	2.265248e+002	2.295936e+001	276	25	6.384055e+000	0	0	0	0	0	0	226.525	1	1	45.835	24.4483	149.057	15.1133	373.624	27.2197	1
DATA	3507	43	63	0	0	A_54_P2668	mmu-miR-217	1913.44	533.141	-8.072701e-001	3.741314e+000	51	25	6.211687e+000	0	0	0	0	0	0	-0.80727	0	0	47.8731	25.0333	-0.605891	1.18581	-5.74635	2.37163	0
DATA	3508	43	64	0	0	A_54_P2503	mmu-miR-322	1938.87	533.627	5.198131e+002	5.211577e+001	569	21	5.679667e+000	0	0	0	0	0	0	519.813	1	1	45.835	20.5	340.659	34.1873	843.183	60.9531	1
DATA	3509	43	65	0	0	A_54_P2119	mmu-miR-713	1963.89	533.5	-1.267817e+001	3.741314e+000	42	21.5	8.010905e+000	0	0	0	0	0	0	-12.6782	0	0	65	21.2143	-2.02799	1.18581	-8.17368	2.37163	0
DATA	3510	43	66	0	0	A_54_P1635	mmu-miR-464	1989.68	533.429	-2.984191e+000	3.741314e+000	52	22	6.998200e+000	0	0	0	0	0	0	-2.98419	0	0	49.8279	21.8438	-0.644143	1.18583	-0.910354	2.37294	0
DATA	3511	43	67	0	0	A_54_P2260	mmu-miR-30a	2014.82	533.621	1.081104e+003	1.081752e+002	1141	23	6.398320e+000	0	0	0	0	0	0	1081.1	1	1	45.4864	23.9706	478.098	47.9669	6836.41	483.638	1
DATA	3512	43	68	0	0	A_54_P4386	mmu-miR-323-3p	2040.51	533.619	-5.661666e+000	3.741314e+000	47	25	8.333703e+000	0	0	0	1	0	0	-5.66167	0	0	51.7088	25.9688	-0.817932	2.37166	-2.36725	3.35416	0
DATA	3513	43	69	0	0	A_54_P1537	mmu-miR-381	2065.43	533.459	-6.781428e+000	3.741314e+000	44.5	21	5.507272e+000	0	0	0	0	0	0	-6.78143	0	0	43.7019	22.5172	-0.932966	2.37187	19.8784	3.97175	1
DATA	3514	43	70	0	0	A_54_P3431	mmu-miR-15a*	2091.22	533.754	1.437652e+000	3.744075e+000	55	19	4.905836e+000	0	0	0	0	0	0	1.43765	0	0	46.8651	19.1429	0.378623	1.18795	0.136013	2.3738	0
DATA	3515	43	71	0	0	A_54_P1129	mmu-miR-184	2116.55	534.015	3.588218e+000	3.758481e+000	58	26	6.770618e+000	0	0	0	0	0	0	3.58822	0	0	45.835	25.7143	3.2404	2.39822	4.98945	3.38139	0
DATA	3516	43	72	0	0	A_54_P2036	mmu-miR-720	2141.58	533.573	1.437202e+004	1.437207e+003	14442	23	7.265325e+000	0	0	0	0	0	0	14372	1	1	57.5363	24.5806	9095.8	911.149	58748.6	5060.24	1
